Code,Location,Area,Price,Image,Link
C10041,372 ถนนสมเด็จพระเจ้าตากสิน แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร,0000-0-13.7 / 13.7 ตร.ว.,"13,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3207_20210621113145.jpg,https://www.ttbbank.com/property/property/detail/C10041
P00003,"10, 12, 14 ซอยเสรีไทย 50 แยก 3 ถนนเสรีไทย แขวงคันนายาว เขตบางกะปิ กรุงเทพมหานคร",0001-0-82.0 / 482 ตร.ว.,"13,484,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1026_20201216143306.jpg,https://www.ttbbank.com/property/property/detail/P00003
P00142,18/46 หมู่บ้านซีรีน กัลปพฤกษ์ ซอย 6 ถนนกัลปพฤกษ์  แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-87.3 / 87.3 ตร.ว.,"14,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1043_20191217102214.jpg,https://www.ttbbank.com/property/property/detail/P00142
C10005,3/3-5 ถนนอ่อนนุช (สุขุมวิท 77) แขวงประเวศ เขตประเวศ กรุงเทพมหานคร,0000-0-65.1 / 65.1 ตร.ว.,"18,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2936_20210621112557.jpg,https://www.ttbbank.com/property/property/detail/C10005
C10011,"117, 119 ถนนรามอินทรา แขวงคันนายาว เขตบางกะปิ กรุงเทพมหานคร",0000-0-42.0 / 42 ตร.ว.,"19,200,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2952_20210617162055.jpg,https://www.ttbbank.com/property/property/detail/C10011
B12953,"25/21, 25/22 ถนนเพชรเกษม แขวงบางแค เขตภาษีเจริญ กรุงเทพมหานคร",0000-0-32.4 / 32.4 ตร.ว.,"21,890,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3960_20220804174453.jpg,https://www.ttbbank.com/property/property/detail/B12953
B12687,"421, 423 ถนนรามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร",0000-0-39.3 / 39.3 ตร.ว.,"22,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2362_20200722111023.jpg,https://www.ttbbank.com/property/property/detail/B12687
C10014,"1826,1828 ถนนอ่อนนุช (สุขุมวิท 77) แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร",0000-0-59.0 / 59 ตร.ว.,"23,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2974_20210730091909.jpg,https://www.ttbbank.com/property/property/detail/C10014
P00403,88/30 หมู่บ้านเพอร์เฟค มาสเตอร์พีช รามคำแหง ถนนรามคำแหง ซอย174 แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร,0000-1-56.5 / 156.5 ตร.ว.,"23,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3012_20210624163200.jpg,https://www.ttbbank.com/property/property/detail/P00403
C10052,"266,268,270 ถนนท่าดินแดง แขวงคลองสาน เขตคลองสาน กรุงเทพมหานคร",0000-0-30.2 / 30.2 ตร.ว.,"24,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3218_20210625203613.jpg,https://www.ttbbank.com/property/property/detail/C10052
B12829,"1522, 1524 ถนนพัฒนาการ แขวงคลองเตย เขตพระโขนง กรุงเทพมหานคร",0000-0-38.4 / 38.4 ตร.ว.,"24,200,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3525_20211218140406.jpg,https://www.ttbbank.com/property/property/detail/B12829
B12688,87-88 ถนนเสรีไทย แขวงคลองกุ่ม เขตบางกะปิ กรุงเทพมหานคร,0000-0-92.0 / 92 ตร.ว.,"24,840,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2363_20200722110109.jpg,https://www.ttbbank.com/property/property/detail/B12688
P00421,20/6 หมู่บ้านSOUL รัชดาภิเษก 68 ถนนรัชดาภิเษก แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร,0000-0-53.1 / 53.1 ตร.ว.,"25,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3055_20210624160828.jpg,https://www.ttbbank.com/property/property/detail/P00421
B12833,"896, 898 ถนนรามคำแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร",0000-0-83.3 / 83.3 ตร.ว.,"25,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3531_20211218141953.jpg,https://www.ttbbank.com/property/property/detail/B12833
C10274,89/40 หมู่บ้านแกรนด์ บางกอก บูเลอวาร์ด ปิ่นเกล้า ถนนพุทธมณฑลสาย 2 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร,0000-1-19.6 / 119.6 ตร.ว.,"27,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3043_20210621093603.jpg,https://www.ttbbank.com/property/property/detail/C10274
C10040,61/48-49 ซอยนวมินทร์ 42 ถนนนวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร,0000-0-62.0 / 62 ตร.ว.,"28,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3206_20210617171200.jpg,https://www.ttbbank.com/property/property/detail/C10040
C10045,54/9-12 หมู่ 2 ถนนพระราม 2 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร,0000-0-65.0 / 65 ตร.ว.,"28,800,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3211_20210625202638.jpg,https://www.ttbbank.com/property/property/detail/C10045
C10006,"62, 64, 66, 68, 70 ถนนเพชรเกษม แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร",0000-0-81.0 / 81 ตร.ว.,"35,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2939_20210618165618.jpg,https://www.ttbbank.com/property/property/detail/C10006
C10008,2544 ถนนสุขุมวิท แขวงบางนา เขตพระโขนง กรุงเทพมหานคร,0000-0-63.7 / 63.7 ตร.ว.,"38,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2944_20210730092012.jpg,https://www.ttbbank.com/property/property/detail/C10008
P00346,ห้องชุดเลขที่ 79/68 ชั้น26 โครงการเดอะรอยัล ศาลาแดง ถนนศาลาแดง แขวงสีลม เขตบางรัก กรุงเทพมหานคร,0000-0-00.0 / 235.01 ตร.ม.,"38,800,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2990_20210621165433.jpg,https://www.ttbbank.com/property/property/detail/P00346
B12695,1 ถนนแฮปปี้แลนด์สาย 1  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,0000-0-80.0 / 80 ตร.ว.,"42,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2661_20201221093819.jpg,https://www.ttbbank.com/property/property/detail/B12695
C10056,ห้องชุดเลขที่ 1000/10 อาคารชุด พี.บี.ทาวเวอร์ ถนนสุขุมวิท 71 (ปรีดีพนมยงค์) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร,0000-0-00.0 / 575.32 ตร.ม.,"43,149,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3222_20210624173123.jpg,https://www.ttbbank.com/property/property/detail/C10056
C10023,84-96 ถนนราชวงศ์ แขวงจักรวรรดิ เขตสัมพันธวงศ์ กรุงเทพมหานคร,0000-0-94.0 / 94 ตร.ว.,"216,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3186_20210617164224.jpg,https://www.ttbbank.com/property/property/detail/C10023
B12177,488/288 อาคารชุดโบ๊เบ๊ทาวเวอร์ อาคาร 1 ถนนดำรงรักษ์ แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร,0000-0-00.0 / 19.96 ตร.ม.," ราคาพิเศษ 5,691,000 บาท จากราคาประกาศ 6,796,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/273_20180612123821.jpg,https://www.ttbbank.com/property/property/detail/B12177
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10168,6/54-55 หมู่บ้านเมืองทรัพย์ธานี ซอยเลียบคลองสอง 25 ถนนเลียบคลอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร,0000-0-34.0 / 34 ตร.ว.," ราคาพิเศษ 3,806,000 บาท จากราคาประกาศ 4,000,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3325_20210628204049.jpg,https://www.ttbbank.com/property/property/detail/C10168
C10053,13/41 (106) ชั้น G ศูนย์การค้านวมินทร์มาร์เก็ตเพลส ถนนนวมินทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร,0000-0-00.0 / 79.54 ตร.ม.,"ราคาพิเศษ 1,567,000 บาท จากราคาประกาศ 2,350,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3219_20210621113741.jpg,https://www.ttbbank.com/property/property/detail/C10053
C10092,ห้องชุดเลขที่ 176/30 ชั้น 3 อาคาร K อาคารชุดเมโทร พาร์ค สาทร 2-4 ถนนกัลปพฤกษ์ แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร,0000-0-00.0 / 56.99 ตร.ม.," ราคาพิเศษ 1,687,000 บาท จากราคาประกาศ 1,961,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3270_20210618170515.jpg,https://www.ttbbank.com/property/property/detail/C10092
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10168,6/54-55 หมู่บ้านเมืองทรัพย์ธานี ซอยเลียบคลองสอง 25 ถนนเลียบคลอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร,0000-0-34.0 / 34 ตร.ว.," ราคาพิเศษ 3,806,000 บาท จากราคาประกาศ 4,000,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3325_20210628204049.jpg,https://www.ttbbank.com/property/property/detail/C10168
C10053,13/41 (106) ชั้น G ศูนย์การค้านวมินทร์มาร์เก็ตเพลส ถนนนวมินทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร,0000-0-00.0 / 79.54 ตร.ม.,"ราคาพิเศษ 1,567,000 บาท จากราคาประกาศ 2,350,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3219_20210621113741.jpg,https://www.ttbbank.com/property/property/detail/C10053
C10092,ห้องชุดเลขที่ 176/30 ชั้น 3 อาคาร K อาคารชุดเมโทร พาร์ค สาทร 2-4 ถนนกัลปพฤกษ์ แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร,0000-0-00.0 / 56.99 ตร.ม.," ราคาพิเศษ 1,687,000 บาท จากราคาประกาศ 1,961,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3270_20210618170515.jpg,https://www.ttbbank.com/property/property/detail/C10092
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10092,ห้องชุดเลขที่ 176/30 ชั้น 3 อาคาร K อาคารชุดเมโทร พาร์ค สาทร 2-4 ถนนกัลปพฤกษ์ แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร,0000-0-00.0 / 56.99 ตร.ม.," ราคาพิเศษ 1,687,000 บาท จากราคาประกาศ 1,961,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3270_20210618170515.jpg,https://www.ttbbank.com/property/property/detail/C10092
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10325,54/71 หมู่บ้านปริญลักษณ์ เอกชัย-บางบอน ซอย1 (ในโครงการฯ) ถนนเอกชัย ซอย 87/1 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร,0000-0-22.1 / 22.1 ตร.ว.," ราคาพิเศษ 2,284,000 บาท จากราคาประกาศ 2,700,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3138_20210621101431.jpg,https://www.ttbbank.com/property/property/detail/C10325
C10245,9/66 หมู่บ้านสราญศิริ วงแหวน-ประชาอุทิศ ซอย 25 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-0-99.9 / 99.9 ตร.ว.,"ราคาพิเศษ 5,690,000 บาท จากราคาประกาศ 6,200,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3181_20210621093238.jpg,https://www.ttbbank.com/property/property/detail/C10245
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10325,54/71 หมู่บ้านปริญลักษณ์ เอกชัย-บางบอน ซอย1 (ในโครงการฯ) ถนนเอกชัย ซอย 87/1 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร,0000-0-22.1 / 22.1 ตร.ว.," ราคาพิเศษ 2,284,000 บาท จากราคาประกาศ 2,700,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3138_20210621101431.jpg,https://www.ttbbank.com/property/property/detail/C10325
C10245,9/66 หมู่บ้านสราญศิริ วงแหวน-ประชาอุทิศ ซอย 25 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-0-99.9 / 99.9 ตร.ว.,"ราคาพิเศษ 5,690,000 บาท จากราคาประกาศ 6,200,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3181_20210621093238.jpg,https://www.ttbbank.com/property/property/detail/C10245
C10094,ห้องชุดเลขที่ 2351/190 ชั้น 7 อาคาร D อาคารชุดเอ สเปซ สุขุมวิท ซี-ดี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 35.47 ตร.ม.," ราคาพิเศษ 1,261,000 บาท จากราคาประกาศ 1,501,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3272_20210618170723.jpg,https://www.ttbbank.com/property/property/detail/C10094
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10325,54/71 หมู่บ้านปริญลักษณ์ เอกชัย-บางบอน ซอย1 (ในโครงการฯ) ถนนเอกชัย ซอย 87/1 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร,0000-0-22.1 / 22.1 ตร.ว.," ราคาพิเศษ 2,284,000 บาท จากราคาประกาศ 2,700,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3138_20210621101431.jpg,https://www.ttbbank.com/property/property/detail/C10325
C10245,9/66 หมู่บ้านสราญศิริ วงแหวน-ประชาอุทิศ ซอย 25 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-0-99.9 / 99.9 ตร.ว.,"ราคาพิเศษ 5,690,000 บาท จากราคาประกาศ 6,200,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3181_20210621093238.jpg,https://www.ttbbank.com/property/property/detail/C10245
C10094,ห้องชุดเลขที่ 2351/190 ชั้น 7 อาคาร D อาคารชุดเอ สเปซ สุขุมวิท ซี-ดี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 35.47 ตร.ม.," ราคาพิเศษ 1,261,000 บาท จากราคาประกาศ 1,501,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3272_20210618170723.jpg,https://www.ttbbank.com/property/property/detail/C10094
C10158,21/19 หมู่บ้านเวิร์คเพลส ถนนมาเจริญ(เพชรเกษม 81) แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-19.8 / 19.8 ตร.ว.,"ราคาพิเศษ 5,151,000 บาท จากราคาประกาศ 5,400,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3241_20210618171406.jpg,https://www.ttbbank.com/property/property/detail/C10158
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10325,54/71 หมู่บ้านปริญลักษณ์ เอกชัย-บางบอน ซอย1 (ในโครงการฯ) ถนนเอกชัย ซอย 87/1 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร,0000-0-22.1 / 22.1 ตร.ว.," ราคาพิเศษ 2,284,000 บาท จากราคาประกาศ 2,700,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3138_20210621101431.jpg,https://www.ttbbank.com/property/property/detail/C10325
C10245,9/66 หมู่บ้านสราญศิริ วงแหวน-ประชาอุทิศ ซอย 25 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-0-99.9 / 99.9 ตร.ว.,"ราคาพิเศษ 5,690,000 บาท จากราคาประกาศ 6,200,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3181_20210621093238.jpg,https://www.ttbbank.com/property/property/detail/C10245
C10094,ห้องชุดเลขที่ 2351/190 ชั้น 7 อาคาร D อาคารชุดเอ สเปซ สุขุมวิท ซี-ดี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 35.47 ตร.ม.," ราคาพิเศษ 1,261,000 บาท จากราคาประกาศ 1,501,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3272_20210618170723.jpg,https://www.ttbbank.com/property/property/detail/C10094
C10332,30/41 หมู่บ้านซูพีเรียร์ วิลเลจ ซอยกาญจนาภิเษก 10 ถนนกาญจนาภิเษก (ทล.9) แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-34.2 / 34.2 ตร.ว.,"ราคาพิเศษ 2,983,000 บาท จากราคาประกาศ 3,124,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3276_20210621102201.jpg,https://www.ttbbank.com/property/property/detail/C10332
C10103,ห้องชุดเลขที่ 2345/124 ชั้น 5 อาคาร A โครงการเอ สเปช สุขุมวิท เอ-บี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 30.54 ตร.ม.," ราคาพิเศษ 1,251,000 บาท จากราคาประกาศ 1,408,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3341_20210617110056.jpg,https://www.ttbbank.com/property/property/detail/C10103
C10325,54/71 หมู่บ้านปริญลักษณ์ เอกชัย-บางบอน ซอย1 (ในโครงการฯ) ถนนเอกชัย ซอย 87/1 แขวงบางบอน เขตบางบอน กรุงเทพมหานคร,0000-0-22.1 / 22.1 ตร.ว.," ราคาพิเศษ 2,284,000 บาท จากราคาประกาศ 2,700,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3138_20210621101431.jpg,https://www.ttbbank.com/property/property/detail/C10325
C10245,9/66 หมู่บ้านสราญศิริ วงแหวน-ประชาอุทิศ ซอย 25 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-0-99.9 / 99.9 ตร.ว.,"ราคาพิเศษ 5,690,000 บาท จากราคาประกาศ 6,200,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3181_20210621093238.jpg,https://www.ttbbank.com/property/property/detail/C10245
C10094,ห้องชุดเลขที่ 2351/190 ชั้น 7 อาคาร D อาคารชุดเอ สเปซ สุขุมวิท ซี-ดี ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-00.0 / 35.47 ตร.ม.," ราคาพิเศษ 1,261,000 บาท จากราคาประกาศ 1,501,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/3272_20210618170723.jpg,https://www.ttbbank.com/property/property/detail/C10094
C10102,ห้องชุดเลขที่ 453/43ชั้น 3 อาคารC  โครงการเมโทร สกาย รัชดา ถนนรัชดาภิเษิก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร,0000-0-00.0 / 26.72 ตร.ม.," ราคาพิเศษ 1,908,000 บาท จากราคาประกาศ 2,244,000 บาท",https://media.tmbbank.com/uploads/npa/product/img/2968_20210621165159.jpg,https://www.ttbbank.com/property/property/detail/C10102
