Code,Location,Area,Price,Image,Link
P00359,ห้องชุดเลขที่ 772/109 ชั้น 9 โครงการยู ดีไลท์ เรสซิเดนซ์ ริเวอร์ฟร้อนท์ พระราม 3 ถนนพระราม 3 แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร,0000-0-00.0 / 34.12 ตร.ม.,"3,416,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3017_20210621171544.jpg,https://www.ttbbank.com/property/property/detail/P00359
C10153,22/148 หมู่บ้านมณฑล7 ถนนเลียบคลองทวีวัฒนา แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร,0000-0-35.0 / 35 ตร.ว.,"3,449,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3236_20210618171202.jpg,https://www.ttbbank.com/property/property/detail/C10153
B12875,579/332 โครงการเดอะคอนเนค สุขสวัสดิ์ 26 ซอยสุขสวัสดิ์ 26 ถนนสุขสวัสดิ์ แขวงบางมด เขตจอมทอง กรุงเทพมหานคร,0000-0-33.3 / 33.3 ตร.ว.,"3,465,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3785_20220513131857.jpg,https://www.ttbbank.com/property/property/detail/B12875
P00080,19/10 หมู่บ้านสรัญทร ไพรเวท ซอยพุทธบูชา 36 แยก 1 ถนนพุทธบูชา แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร,0000-0-35.1 / 35.1 ตร.ว.,"3,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/663_20210217165248.jpg,https://www.ttbbank.com/property/property/detail/P00080
P00134,4/89 ซอยอนามัยงามเจริญ 25 หมู่บ้านคาซ่า ยูเรก้า พระราม2 ซอย 33 ถนนพระราม 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร,0000-0-21.2 / 21.2 ตร.ว.,"3,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1654_20210219165303.jpg,https://www.ttbbank.com/property/property/detail/P00134
P00090,115/249 ซอย 20 หมู่บ้านชนันธร วินมิลล์ ถนนเลียบคลองภาษีเจริญฝั่งใต้ แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-31.6 / 31.6 ตร.ว.,"3,506,000บาท",https://media.tmbbank.com/uploads/npa/product/img/841_20210219164408.jpg,https://www.ttbbank.com/property/property/detail/P00090
P00240,79/32 ซอยนวมินทร์ 86 หมู่บ้านเดอะแพลนซ์ ซิตี้ นวมินทร์ ถนนนวมินทร์ แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร,0000-0-16.9 / 16.9 ตร.ว.,"3,520,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3792_20220511164512.jpg,https://www.ttbbank.com/property/property/detail/P00240
P00469,1/3 ซอยคู้บอน 27 แยก 36 ถนนคู้บอน โครงการเดอะแม็กช์ทาวน์โฮม แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,0000-0-27.4 / 27.4 ตร.ว.,"3,575,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3431_20210706175024.jpg,https://www.ttbbank.com/property/property/detail/P00469
B12816,ห้องชุดเลขที่ 88/443 อาคาร เอ ชั้น 29 โครงการโพรดิจี้ เอ็มอาร์ที บางแค ถนนเพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร,0000-0-00.0 / 30.11 ตร.ม.,"3,578,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3745_20220513143856.jpg,https://www.ttbbank.com/property/property/detail/B12816
P00249,458/104 หมู่บ้านธนาภิรมย์ ซอย 6 ซอยเพชรเกษม69 ถนนเลียบคลองภาษีเจริญฝั่งเหนือ แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-54.3 / 54.3 ตร.ว.,"3,630,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3601_20220202080730.jpg,https://www.ttbbank.com/property/property/detail/P00249
P00028,2/99 หมู่บ้านบ้านกลางเมือง พระราม9-รามคำแหง ถนนกรุงเทพกรีฑา แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร,0000-0-19.9 / 19.9 ตร.ว.,"3,700,000บาท",https://media.tmbbank.com/uploads/npa/product/img/467_20210107115941.jpg,https://www.ttbbank.com/property/property/detail/P00028
P00105,105/33 ถนนนวมินทร์  แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,0000-0-17.6 / 17.6 ตร.ว.,"3,950,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1830_20210216142001.jpg,https://www.ttbbank.com/property/property/detail/P00105
P00118,"78/192, 78/193 ซอยเพชรเกษม 106 หมู่บ้านเพชรทวีสุข ซอย1 แยก 1 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร",0000-0-46.4 / 46.4 ตร.ว.,"4,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1657_20210904175122.jpg,https://www.ttbbank.com/property/property/detail/P00118
P00006,20/245 หมู่บ้านภัสสร 13 ซอย 20 ถนนสุวินทวงศ์ 86 แขวงลำผักชี เขตหนองจอก กรุงเทพมหานคร,0000-1-00.0 / 100 ตร.ว.,"4,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1541_20191216094147.jpg,https://www.ttbbank.com/property/property/detail/P00006
B12977,ซอยพระราม 2 ซอย 39 ถนนพระราม 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร,0000-1-02.6 / 102.6 ตร.ว.,"4,059,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3896_20220803195058.jpg,https://www.ttbbank.com/property/property/detail/B12977
P00312,88/112 โครงการเบล็สทาวน์ รามอินทรา 127 ซอยรามอินทรา 127 ถนนรามอินทรา แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร,0000-0-19.3 / 19.3 ตร.ว.,"4,070,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3814_20220513142326.jpg,https://www.ttbbank.com/property/property/detail/P00312
C10155,268/74 หมู่บ้านเดอะไพร์ พัฒนาสิริ ถนนเลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร,0000-0-43.4 / 43.4 ตร.ว.,"4,169,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3238_20210617115649.jpg,https://www.ttbbank.com/property/property/detail/C10155
B12773,90/99 โครงการทาวน์พลัส ลาดพร้าว 101 ซอยโพธิ์แก้ว 2 ถนนโพธิ์แก้ว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,0000-0-29.1 / 29.1 ตร.ว.,"4,180,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3790_20220513150310.jpg,https://www.ttbbank.com/property/property/detail/B12773
P00276,ห้องชุดเลขที่ 98/258 ชั้น 6 อาคาร B  อาคารชุดเดอะนายน์ เพลส  ซอยเฉลยสุข ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร,0000-0-00.0 / 63.74 ตร.ม.,"4,207,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3588_20220120154855.jpg,https://www.ttbbank.com/property/property/detail/P00276
P00280,"695/562,695/563 ชั้นที่ 26 อาคารชุด ยู ดีไลท์ 2 @บางชื่อ สเตชั่น ถนนประชาชื่น แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร",0000-0-00.0 / 54.09 ตร.ม.,"4,345,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3897_20220803200848.jpg,https://www.ttbbank.com/property/property/detail/P00280
P00404,8/59 หมู่บ้านอมรพันธ์นคร ซอย6/2 (ในโครงการฯ) ถนนสวนสยาม แขวงคันนายาว เขตบางกะปิ กรุงเทพมหานคร,0000-0-55.0 / 55 ตร.ว.,"4,379,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3014_20210624163036.jpg,https://www.ttbbank.com/property/property/detail/P00404
C10311,44/95 ซอย3/1 หมู่บ้านพนาสนธิ์ การ์เด้นโฮม 8 ถนนนิมิตใหม่ ซอย 12 แขวงทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร,0000-0-76.2 / 76.2 ตร.ว.,"4,400,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3106_20210624221349.jpg,https://www.ttbbank.com/property/property/detail/C10311
P00306,ห้องชุดเลขที่ 4371/614 ชั้น 20 โครงการไอดีโอ โมบิ สุขุมวิท อีสท์เกต ถนนสุขุมวิท แขวงบางนา เขตบางนา กรุงเทพมหานคร,0000-0-00.0 / 30.39 ตร.ม.,"4,430,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3691_20220406190652.jpg,https://www.ttbbank.com/property/property/detail/P00306
B12765,79/45 โครงการเดอะซีซั่น เพชรเกษม 69 ถนนเลียบคลองภาษีเจริญฝั่งใต้ แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-0-49.7 / 49.7 ตร.ว.,"4,620,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3685_20220406191825.jpg,https://www.ttbbank.com/property/property/detail/B12765
B12795,89/198 โครงการศุภาลัย วิลล์ หลักสี่-ดอนเมือง ซอย 3 ซอยช่างอากาศอุทิศ 5 ถนนช่างอากาศอุทิศ แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร,0000-0-30.2 / 30.2 ตร.ว.,"4,730,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3623_20220315203459.jpg,https://www.ttbbank.com/property/property/detail/B12795
P00299,20/14 หมู่บ้าน เดอะ เมโทร พระราม 9 ถนนคู่ขนานมอเตอร์เวย์ (ทล.3072) แขวงประเวศ เขตประเวศ กรุงเทพมหานคร,0000-0-25.0 / 25 ตร.ว.,"4,730,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3564_20211230100005.jpg,https://www.ttbbank.com/property/property/detail/P00299
B12698,88/291 โครงการบ้านกลางเมืองลูเซิร์น สุขุมวิท ซอยอ่อนนุช 46 ถนนอ่อนนุช แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,0000-0-21.5 / 21.5 ตร.ว.,"4,868,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3627_20220315205402.jpg,https://www.ttbbank.com/property/property/detail/B12698
B12638,188 หมู่บ้าน คาซ่า ยูเรก้า ซอย 5 ซอยเพชรเกษม 63/4 ถนนเพชรเกษม แขวงบางแค เขตบางแค กรุงเทพมหานคร,0000-0-32.6 / 32.6 ตร.ว.,"4,950,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3562_20220110094321.jpg,https://www.ttbbank.com/property/property/detail/B12638
P00112,42/368  หมู่บ้านอรุณทอง 2 ซอย 18 ถนนเลียบคลองภาษีเจริญฝั่งเหนือ แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร,0000-1-10.0 / 110 ตร.ว.,"4,957,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1443_20190411131536.jpg,https://www.ttbbank.com/property/property/detail/P00112
P00453,1/13 โครงการซิกเนเจอร์ เอกชัย-บางบอน ซอยเอกชัย 64/5 ถนนเอกชัย แขวงบางบอน เขตบางบอน กรุงเทพมหานคร,0000-0-20.4 / 20.4 ตร.ว.,"5,029,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3304_20210621103623.jpg,https://www.ttbbank.com/property/property/detail/P00453
P00341,98/131 โครงการแลนซีโอ วัชรพล-ทางด่วน ซอยสุขาภิบาล 5 แยก 32 ถนนสุขาภิบาล 5 แขวงออเงิน เขตสายไหม กรุงเทพมหานคร,0000-0-55.3 / 55.3 ตร.ว.,"5,280,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3740_20220407113031.jpg,https://www.ttbbank.com/property/property/detail/P00341
B12877,ห้องชุดเลขที่ 222/1840 ชั้น 23 โครงการเดอะแพลทินั่ม แฟชั่นมอลล์  ถนนเพชรบุรี แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร,0000-0-00.0 / 48.61 ตร.ม.,"5,348,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3752_20220510133754.jpg,https://www.ttbbank.com/property/property/detail/B12877
P00250,77/15 หมู่บ้านบ้านภัสสร 19 วัชรพล-วงแหวน ถนนจตุโชติ แขวงออเงิน เขตสายไหม กรุงเทพมหานคร,0000-0-54.3 / 54.3 ตร.ว.,"5,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2410_20200720113441.jpg,https://www.ttbbank.com/property/property/detail/P00250
P00458,111/30 โครงการไพรเวท เนอวานาไลฟ์ เอ็กซ์คลูซีฟ ซอยโยธินพัฒนา (นวมินทร์ 111 แยก 15) ถนนประดิษฐมนูธรรม แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร,0000-0-24.5 / 24.5 ตร.ว.,"5,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3310_20210624131759.jpg,https://www.ttbbank.com/property/property/detail/P00458
P00263,"197/14, 197/15 ซอยสะแกงาม 35/2 แยก 3 หมู่บ้านมั่งมีศรีสุข ถนนสะแกงาม แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร",0000-0-40.0 / 40 ตร.ว.,"5,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2864_20210409093841.jpg,https://www.ttbbank.com/property/property/detail/P00263
P00293,98/27 หมู่บ้านดีลักซ์ ทาวน์ ซอยรามอินทรา 34 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,0000-0-23.0 / 23 ตร.ว.,"5,544,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3589_20220120134535.jpg,https://www.ttbbank.com/property/property/detail/P00293
P00409,9/320 หมู่บ้านลลิล อินเดอะพาร์ค วัชรพล ซอยวัชรพล 3 แยก3 ถนนวัชรพล แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร,0000-0-72.3 / 72.3 ตร.ว.,"5,600,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3021_20210624162655.jpg,https://www.ttbbank.com/property/property/detail/P00409
P00261,หมู่บ้านกฤษดานคร 20 ซอยนพรัตน์ 12 ถนนบรมราชชนนี แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร,0000-1-51.0 / 151 ตร.ว.,"5,648,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2621_20210219140814.jpg,https://www.ttbbank.com/property/property/detail/P00261
P00464,ห้องชุดเลขที่ 377/121 ชั้น 20 ซ.นราธิวาสราชนครินทร์ 24 ถ.นราธิวาสราชนครินทร์ โครงการเบ็ลพาร์ค เรสซิเด้นซ์ 2 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร,000-0-00.0 / 81.71 ตร.ม.,"5,663,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3426_20210706173107.jpg,https://www.ttbbank.com/property/property/detail/P00464
P00188,99/16 หมู่บ้านภณาสิริ ซอยประเสริฐมนูกิจ 29 ถนนประเสริฐมนูกิจ แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร,0000-0-22.5 / 22.5 ตร.ว.,"5,700,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2161_20200212145906.jpg,https://www.ttbbank.com/property/property/detail/P00188
P00149,200/188 หมู่บ้านมัณฑนา วัชรพล-รามอินทรา 2 ซอย9 ถนนร่วมมิตรพัฒนา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,0000-0-57.0 / 57 ตร.ว.,"5,764,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2582_20201109120726.jpg,https://www.ttbbank.com/property/property/detail/P00149
P00278,ห้องชุดเลขที่ 145/205 ชั้น 19 อาคารชุด ริชชี่ ทาวเวอร์ ถนนเพชรเกษม แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร,0000-0-00.0 / 105.78 ตร.ม.,"5,818,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2801_20210402104829.jpg,https://www.ttbbank.com/property/property/detail/P00278
B12915,88/34 โครงการเดอะแกรนด์ วงแหวน-ประชาอุทิศ ถนนเลียบวงแหวนรอบนอกฝั่งใต้ แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-0-54.0 / 54 ตร.ว.,"5,940,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3799_20220512113246.jpg,https://www.ttbbank.com/property/property/detail/B12915
P00063,99/56 หมู่บ้านกลางเมือง สาธร-ตากสิน 2 แขวงบางค้อ เขตจอมทอง กรุงเทพมหานคร,0000-0-20.0 / 20 ตร.ว.,"6,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3543_20220106151239.jpg,https://www.ttbbank.com/property/property/detail/P00063
P00107,385/6 ซอยพระรามที่ 2 ซอย33 หมู่บ้านพันนารายณ์ ถนนพระราม 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร,0000-0-63.4 / 63.4 ตร.ว.,"6,200,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1666_20191218140339.jpg,https://www.ttbbank.com/property/property/detail/P00107
B12818,990 หมู่บ้านเพอร์เฟค การ์เด้น รามคำแหง ซอยเคหะร่มเกล้า 64 ถนนเคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร,0000-0-78.0 / 78 ตร.ว.,"6,270,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3724_20220404204212.jpg,https://www.ttbbank.com/property/property/detail/B12818
P00132,90/458 หมู่บ้านมัณฑนา ซอย2/2  ซอยพระยาสุเรนทร์ 26 ถนนพระยาสุเรนทร์  แขวงบางชัน เขตมีนบุรี กรุงเทพมหานคร,0000-0-84.0 / 84 ตร.ว.,"6,400,000บาท",https://media.tmbbank.com/uploads/npa/product/img/981_20201217145528.jpg,https://www.ttbbank.com/property/property/detail/P00132
P00109,"89/207, 89/208 ซอยสะแกงาม 39/1 ถนนสะแกงาม แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร",0000-0-40.0 / 40 ตร.ว.,"6,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1431_20201204165413.jpg,https://www.ttbbank.com/property/property/detail/P00109
P00454,8/58 โครงการบ้านกลางเมือง งามวงศ์วาน ซอยงามวงศ์วาน 47 แยก 6 ถนนงามวงศ์วาน แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,0000-0-25.7 / 25.7 ตร.ว.,"6,600,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3305_20210624131226.jpg,https://www.ttbbank.com/property/property/detail/P00454
P00460,444/77-78 ซ.ประชาอุทิศ 33 แยก 10 ถ.ประชาอุทิศ หมู่บ้านทรัพย์รุ่งเรือง แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร,0000-0-42.0 / 42 ตร.ว.,"6,600,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3422_20210706164835.jpg,https://www.ttbbank.com/property/property/detail/P00460
C10359,300/30 โครงการพรีเมี่ยม เพลส นวมินทร์-สุขาภิบาล 1 แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร,0000-0-26.1 / 26.1 ตร.ว.,"6,820,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3306_20210624131324.jpg,https://www.ttbbank.com/property/property/detail/C10359
P00192,ห้องชุดเลขที่ 252/177-178 ชั้น 19 โครงการแวนเทจ ถนนรัชดาภิเษก แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร,0000-0-00.0 / 76.81 ตร.ม.,"6,928,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3722_20220406194930.jpg,https://www.ttbbank.com/property/property/detail/P00192
P00307,89/15 โครงการบ้านกลางเมือง Urbanion สาทร-ราชพฤกษ์ ซอยราชพฤกษ์ 6 ถนนราชพฤกษ์ แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร,0000-0-29.1 / 29.1 ตร.ว.,"6,985,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3684_20220406191205.jpg,https://www.ttbbank.com/property/property/detail/P00307
P00060,ห้องชุดเลขที่ 42/4-6 ชั้น 2 โครงการวนาภิรมย์ เพลส ซอยลาดพร้าว 15 แยก 9 ถนนลาดพร้าว แขวงลาดยาว เขตบางเขน กรุงเทพมหานคร,0000-0-00.0 / 153.05 ตร.ม.,"6,994,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3737_20220406195900.jpg,https://www.ttbbank.com/property/property/detail/P00060
B12785,33/34 หมู่บ้านเสนา พาร์ค วิลล์ รามอินทรา-วงแหวน ถนนเลียบวงแหวนฝั่งตะวันออก แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร,0000-0-61.8 / 61.8 ตร.ว.,"7,260,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3636_20220315201447.jpg,https://www.ttbbank.com/property/property/detail/B12785
B12711,55/54 โครงการรสา พาร์คเลน วัชรพล ซอย 3 ถนนวัชรพล แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร,0000-0-58.7 / 58.7 ตร.ว.,"7,260,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3768_20220513153259.jpg,https://www.ttbbank.com/property/property/detail/B12711
P00286,ซอยเทศบาลรังสฤษดิ์เหนือ ถนนเทศบาลนิมิตเหนือ แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร,0000-0-52.0 / 52 ตร.ว.,"7,436,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2561_20201109104850.jpg,https://www.ttbbank.com/property/property/detail/P00286
B12941,422/203 หมู่บ้านฮาบิเทีย เวนต์ ซอย 8 ถนนปัญญาอินทรา แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร,0000-1-00.4 / 100.4 ตร.ว.,"7,700,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3978_20220817150719.jpg,https://www.ttbbank.com/property/property/detail/B12941
C10304,59/18 หมู่บ้านป.ผาสุก ถนนบรมราชชนนี แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร,0000-0-96.0 / 96 ตร.ว.,"7,950,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3081_20210624153218.jpg,https://www.ttbbank.com/property/property/detail/C10304
P00155,106/22 หมู่บ้านมัลลิกา ถนนบางแวก แขวงบางไผ่ เขตภาษีเจริญ กรุงเทพมหานคร,0000-1-00.0 / 100 ตร.ว.,"8,086,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1649_20210318104512.jpg,https://www.ttbbank.com/property/property/detail/P00155
P00429,422/193 หมู่บ้านฮาบิเทีย เวนด์ ปัญญาอินทรา ถนนเลียบคลองสอง แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร,0000-1-00.3 / 100.3 ตร.ว.,"8,305,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3079_20210624221043.jpg,https://www.ttbbank.com/property/property/detail/P00429
P00337,222/121 ชั้นใต้ดิน 1 อาคารชุด ใบหยก 2 ซอยราชปรารภ 3 ถนนราชปรารภ แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร,0000-0-00.0 / 29.33 ตร.ม.,"8,389,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3606_20220202090628.jpg,https://www.ttbbank.com/property/property/detail/P00337
P00219,252/56 หมู่บ้านเดอะเซนโทร ศรีนครินทร์-บางนา ซอยเฉลิมพระเกียรติ 28 แยก4 ถนนเฉลิมพระเกียรติ ร.9 แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร,0000-0-64.6 / 64.6 ตร.ว.,"8,470,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2126_20201216142235.jpg,https://www.ttbbank.com/property/property/detail/P00219
P00059,ห้องชุดเลขที่ 42/1-3 ชั้น 2 โครงการวนาภิรมย์ เพลส ซอยลาดพร้าว 15 แยก 9 ถนนลาดพร้าว แขวงลาดยาว เขตบางเขน กรุงเทพมหานคร,0000-0-00.0 / 186.71 ตร.ม.,"8,533,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3736_20220406195623.jpg,https://www.ttbbank.com/property/property/detail/P00059
P00147,169/5 หมู่บ้านเดอะแพลทตินั่มเพลส ถนนโยธินพัฒนา แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,0000-0-25.0 / 25 ตร.ว.,"8,600,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1717_20210216142308.jpg,https://www.ttbbank.com/property/property/detail/P00147
P00431,88/272 หมู่บ้านเดอะแกรนด์ วงแหวน-ประชาอุทิศ ถนนเลียบถนนกาญจนาภิเษก แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร,0000-1-02.1 / 102.1 ตร.ว.,"8,800,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3104_20210624153934.jpg,https://www.ttbbank.com/property/property/detail/P00431
P00029,267/48 ซอย8 หมู่บ้านคาซ่าวิลล์ ถนนราษฎร์พัฒนา แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร,0000-1-04.5 / 104.5 ตร.ว.,"9,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2022_20210107144430.jpg,https://www.ttbbank.com/property/property/detail/P00029
P00302,21/70 โครงการถาวรนิเวศน์ 1 ซอยบางนา-ตราด 14  ถนนเทพรัตน(บางนา-ตราด) แขวงบางนา เขตพระโขนง กรุงเทพมหานคร,0000-1-12.0 / 112 ตร.ว.,"9,882,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3633_20220315202200.jpg,https://www.ttbbank.com/property/property/detail/P00302
P00053,1079/10 หมู่บ้านดี แฟคตอรี่ ถนนบางขุนเทียน-ชายทะเล แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร,0000-1-40.5 / 140.5 ตร.ว.,"10,600,000บาท",https://media.tmbbank.com/uploads/npa/product/img/377_20191216112805.jpg,https://www.ttbbank.com/property/property/detail/P00053
P00190,69/330 หมู่บ้านเฟอร์เฟค เพลส รามคำแหง ซอยรามคำแหง 164 ถนนรามคำแหง แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร,0000-1-28.7 / 128.7 ตร.ว.,"10,780,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1966_20210219155537.jpg,https://www.ttbbank.com/property/property/detail/P00190
P00146,66/71 หมู่บ้านนิศาชล ซอยบางแวก 79 ถนนบางแวก แขวงคลองขวาง เขตภาษีเจริญ กรุงเทพมหานคร,0000-1-29.0 / 129 ตร.ว.,"11,000,000บาท",https://media.tmbbank.com/uploads/npa/product/img/1045_20191217104101.jpg,https://www.ttbbank.com/property/property/detail/P00146
C10054,C102 ชั้น 1 ศูนย์การค้าเมเจอร์รัชโยธิน ถนนพหลโยธิน แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร,,"11,590,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3220_20210621113913.jpg,https://www.ttbbank.com/property/property/detail/C10054
P00470,"ห้องชุดเลขที่ 908/215 ตึก 4 ชั้น 30,31 ถนนพระราม 3 โครงการเอสวีซิตี้ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร",000-0-00.0 / 243.55 ตร.ม.,"12,408,000บาท",https://media.tmbbank.com/uploads/npa/product/img/3432_20210706175254.jpg,https://www.ttbbank.com/property/property/detail/P00470
C10252,8/14 หมู่บ้านลัดดารมย์ วัชรพล รัตนโกสินทร์ ซอย1(ในโครงการฯ) ถนนวัชรพล แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร,0000-1-36.3 / 136.3 ตร.ว.,"12,500,000บาท",https://media.tmbbank.com/uploads/npa/product/img/2950_20210623213847.jpg,https://www.ttbbank.com/property/property/detail/C10252
